articleLength,4785.952990939289
countOfDistinctIndustry,8.167641731678057
countOfOccurence,4.380991141217718
countOfOccurenceOfAliases,0.929894167653788
countOfOccurenceOfNamePreserveList,0.9449917251376767
countOfSignificantStrings,4.79145925749282
countOfUrlMatch,0.36446789418065517
countryMatchByOverlapScore,0.24765943152197648
directCityMatchScore,0.22027956270853166
directCountryMatchScore,0.20081290389927775
directStateMatchScore,0.1679296284313144
empCount,61806.851983830755
exactMatch,0.47419649611062686
fieldMatch,0.4745418040770458
isIndustry,0.25913586514558706
isProminentByItself,0.4844310290317317
isProminentByParent,0.34605483300958445
isPublic,0.3985442299670136
isUrlMatched,0.15714485430995967
stateMatchByOverlapScore,0.3310898482552741
sumOfIndustry,100.20896653569571
tickerMatch,0.2616786567766734
w2vScore,11.708545581366117
